"include","module","domain","process","subprocess","model_coupled","parameter","default","lower","upper","initial","log","unit","path","note"
FALSE,"silicon","sediment","initial_conditions","initial_pom","GOTM-WET","sSiPaS",14,11.2,16.8,14,FALSE,"g/m2","abiotic_sediment/initialization/sSiPaS","particulate Si"
FALSE,"silicon","water","initial_conditions","initial_pom","GOTM-WET","sSiPaW",0.025,0.02,0.03,0.025,FALSE,"g/m3","abiotic_water/initialization/sSiPaW","particulate Si"
FALSE,"zooplankton","water","grazing","preference","GOTM-Selmaprotbas","pref{prey_num}",1,0.8,1.2,1,FALSE,"-","{group_name}/parameters/pref{prey_num}","preference for prey number x"
FALSE,"zooplankton","water","stoichiometry","nitrogen_ratio","GOTM-Selmaprotbas","rfn",0.150943,0.1207544,0.1811316,0.150943,FALSE,"-","{group_name}/parameters/rfn","nitrogen : carbon ratio (mol N/mol C)"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","num_ss",1,0.8,1.2,1,FALSE,"?","aed2_noncohesive/num_ss","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","num_ss",1,0.8,1.2,1,FALSE,"?","aed2_noncohesive/num_ss","Tracer"
FALSE,"zooplankton","water","stoichiometry","phosphorus_ratio","GOTM-Selmaprotbas","rfr",0.009434,0.0075472,0.0113208,0.009434,FALSE,"-","{group_name}/parameters/rfr","phosphorus : carbon ratio (mol P/mol C)"
FALSE,"nitrogen","water","water_atmosphere_exchange","ammonium","GOTM-WET","tNDepoNH4",0,0,0,0,FALSE,"g/m2/d","abiotic_water/parameters/tNDepoNH4","ammonium deposition"
FALSE,"zooplankton","water","stoichiometry","silica_ratio","GOTM-Selmaprotbas","rfs",0,0,0,0,FALSE,"-","{group_name}/parameters/rfs","silica : carbon ratio (mol Si/mol C)"
FALSE,"nitrogen","water","water_atmosphere_exchange","nitrate","GOTM-WET","tNDepoNO3",0,0,0,0,FALSE,"g/m2/d","abiotic_water/parameters/tNDepoNO3","nitrate deposition"
FALSE,"zooplankton","water","mortality","mortality_rate","GOTM-Selmaprotbas","sigma_b",0.004528,0.0036224,0.0054336,0.004528,FALSE,"m3 d-1 mmol C-1","{group_name}/parameters/sigma_b","mortality rate"
FALSE,"zooplankton","water","grazing","grazing_rate","GOTM-Selmaprotbas","toptz",20,16,24,20,FALSE,"degC","{group_name}/parameters/toptz","optimal temperature for grazing"
FALSE,"phosphorus","water","water_atmosphere_exchange","phosphate","GOTM-WET","tPDepoPO4",0,0,0,0,FALSE,"g/m2/d","abiotic_water/parameters/tPDepoPO4","phosphate deposition"
FALSE,"zooplankton","water","initial_conditions","initial_zoop","GLM-AED2","zoop_initial ",2.9,2.32,3.48,2.9,FALSE,"mmol/m3","zoop_params/zoop_param%zoop_initial ","State variable name for zooplankton prey"
FALSE,"zooplankton","water","initial_conditions","initial_zoop","SIMSTRAT-AED2","zoop_initial ",2.9,2.32,3.48,2.9,FALSE,"mmol/m3","zoop_params/zoop_param%zoop_initial ","State variable name for zooplankton prey"
FALSE,"zooplankton","water","initial_conditions","minimum_concentration","GLM-AED2","min_zoo",0.1,0.08,0.12,0.1,FALSE,"mmol/m3","zoop_params/zoop_param%min_zoo","Minimum concentration of zooplankton"
FALSE,"zooplankton","water","initial_conditions","minimum_concentration","SIMSTRAT-AED2","min_zoo",0.1,0.08,0.12,0.1,FALSE,"mmol/m3","zoop_params/zoop_param%min_zoo","Minimum concentration of zooplankton"
FALSE,"zooplankton","water","grazing","assimilation_efficiency","GLM-AED2","fassim_zoo",0.9,0.72,1.08,0.9,FALSE,"-","zoop_params/zoop_param%fassim_zoo","Assimilation efficiency for zooplankton grazing "
FALSE,"zooplankton","water","grazing","assimilation_efficiency","SIMSTRAT-AED2","fassim_zoo",0.9,0.72,1.08,0.9,FALSE,"-","zoop_params/zoop_param%fassim_zoo","Assimilation efficiency for zooplankton grazing "
FALSE,"zooplankton","water","grazing","grazing_rate","GLM-AED2","Kgrz_zoo",41.7,33.36,50.04,41.7,FALSE,"mmol/m3","zoop_params/zoop_param%Kgrz_zoo","Half saturation constant for zooplankton grazing"
FALSE,"zooplankton","water","grazing","grazing_rate","SIMSTRAT-AED2","Kgrz_zoo",41.7,33.36,50.04,41.7,FALSE,"mmol/m3","zoop_params/zoop_param%Kgrz_zoo","Half saturation constant for zooplankton grazing"
FALSE,"zooplankton","water","grazing","grazing_rate","GLM-AED2","theta_grz_zoo",1.07,0.856,1.284,1.07,FALSE,"-","zoop_params/zoop_param%theta_grz_zoo","Temperature multiplier for zooplankton grazing"
FALSE,"zooplankton","water","grazing","grazing_rate","SIMSTRAT-AED2","theta_grz_zoo",1.07,0.856,1.284,1.07,FALSE,"-","zoop_params/zoop_param%theta_grz_zoo","Temperature multiplier for zooplankton grazing"
FALSE,"zooplankton","water","respiration","respiration_rate","GLM-AED2","Rresp_zoo",0.1,0.08,0.12,0.1,FALSE," /day","zoop_params/zoop_param%Rresp_zoo","Respiration rate coefficient"
FALSE,"zooplankton","water","respiration","respiration_rate","SIMSTRAT-AED2","Rresp_zoo",0.1,0.08,0.12,0.1,FALSE," /day","zoop_params/zoop_param%Rresp_zoo","Respiration rate coefficient"
FALSE,"zooplankton","water","mortality","mortality_rate","GLM-AED2","Rmort_zoo ",0.01,0.008,0.012,0.01,FALSE,"","zoop_params/zoop_param%Rmort_zoo ","Mortaility rate coefficient"
FALSE,"zooplankton","water","mortality","mortality_rate","SIMSTRAT-AED2","Rmort_zoo ",0.01,0.008,0.012,0.01,FALSE,"","zoop_params/zoop_param%Rmort_zoo ","Mortaility rate coefficient"
FALSE,"zooplankton","water","fecalPellet fraction","fecal_pellet ratio","GLM-AED2","ffecal_zoo",0.1,0.08,0.12,0.1,FALSE,"","zoop_params/zoop_param%ffecal_zoo","Fecal Pellet fraction of respiration"
FALSE,"zooplankton","water","fecalPellet fraction","fecal_pellet ratio","SIMSTRAT-AED2","ffecal_zoo",0.1,0.08,0.12,0.1,FALSE,"","zoop_params/zoop_param%ffecal_zoo","Fecal Pellet fraction of respiration"
FALSE,"zooplankton","water","excretion","excretion_rate","GLM-AED2","fexcr_zoo",0.7,0.56,0.84,0.7,FALSE,"","zoop_params/zoop_param%fexcr_zoo","Excretion fraction of respiration"
FALSE,"zooplankton","water","excretion","excretion_rate","SIMSTRAT-AED2","fexcr_zoo",0.7,0.56,0.84,0.7,FALSE,"","zoop_params/zoop_param%fexcr_zoo","Excretion fraction of respiration"
FALSE,"zooplankton","water","fecalPellet fraction","fecal_pellet ratio","GLM-AED2","ffecal_sed",0.15,0.12,0.18,0.15,FALSE,"","zoop_params/zoop_param%ffecal_sed","Fraction of fecal pellets that sink directly to sediments (hard fraction)"
FALSE,"zooplankton","water","fecalPellet fraction","fecal_pellet ratio","SIMSTRAT-AED2","ffecal_sed",0.15,0.12,0.18,0.15,FALSE,"","zoop_params/zoop_param%ffecal_sed","Fraction of fecal pellets that sink directly to sediments (hard fraction)"
FALSE,"zooplankton","water","respiration","respiration_rate","GLM-AED2","theta_resp_zoo",1.07,0.856,1.284,1.07,FALSE,"","zoop_params/zoop_param%theta_resp_zoo","Temperature multiplier for zooplankton respiration "
FALSE,"zooplankton","water","respiration","respiration_rate","SIMSTRAT-AED2","theta_resp_zoo",1.07,0.856,1.284,1.07,FALSE,"","zoop_params/zoop_param%theta_resp_zoo","Temperature multiplier for zooplankton respiration "
FALSE,"zooplankton","water","growth","temperature_limitation","GLM-AED2","Tstd_zoo",20,16,24,20,FALSE,"oC","zoop_params/zoop_param%Tstd_zoo","Standard temperature for zooplankton respiration temperature dependence"
FALSE,"zooplankton","water","growth","temperature_limitation","SIMSTRAT-AED2","Tstd_zoo",20,16,24,20,FALSE,"oC","zoop_params/zoop_param%Tstd_zoo","Standard temperature for zooplankton respiration temperature dependence"
FALSE,"zooplankton","water","growth","temperature_limitation","GLM-AED2","Topt_zoo",22,17.6,26.4,22,FALSE,"oC","zoop_params/zoop_param%Topt_zoo","Optimal temperature for zooplankton temperature dependence"
FALSE,"zooplankton","water","growth","temperature_limitation","SIMSTRAT-AED2","Topt_zoo",22,17.6,26.4,22,FALSE,"oC","zoop_params/zoop_param%Topt_zoo","Optimal temperature for zooplankton temperature dependence"
FALSE,"zooplankton","water","growth","temperature_limitation","GLM-AED2","Tmax_zoo",30,24,36,30,FALSE,"","zoop_params/zoop_param%Tmax_zoo","Maximum temperature for zooplankton temperature dependence"
FALSE,"zooplankton","water","growth","temperature_limitation","SIMSTRAT-AED2","Tmax_zoo",30,24,36,30,FALSE,"","zoop_params/zoop_param%Tmax_zoo","Maximum temperature for zooplankton temperature dependence"
FALSE,"zooplankton","water","mortality","salt_limitation","GLM-AED2","saltfunc_zoo",1,0.8,1.2,1,FALSE,"","zoop_params/zoop_param%saltfunc_zoo","Type of salinity limitation function used in mortality"
FALSE,"zooplankton","water","mortality","salt_limitation","SIMSTRAT-AED2","saltfunc_zoo",1,0.8,1.2,1,FALSE,"","zoop_params/zoop_param%saltfunc_zoo","Type of salinity limitation function used in mortality"
FALSE,"zooplankton","water","growth","salt_limitation","GLM-AED2","Smin_zoo",0,0,0,0,FALSE,"psu","zoop_params/zoop_param%Smin_zoo","Minimum salinity for zooplankton survival"
FALSE,"zooplankton","water","growth","salt_limitation","SIMSTRAT-AED2","Smin_zoo",0,0,0,0,FALSE,"psu","zoop_params/zoop_param%Smin_zoo","Minimum salinity for zooplankton survival"
FALSE,"zooplankton","water","growth","salt_limitation","GLM-AED2","Smax_zoo",35,28,42,35,FALSE,"psu","zoop_params/zoop_param%Smax_zoo","Maximum salinity for zooplankton survival"
FALSE,"zooplankton","water","growth","salt_limitation","SIMSTRAT-AED2","Smax_zoo",35,28,42,35,FALSE,"psu","zoop_params/zoop_param%Smax_zoo","Maximum salinity for zooplankton survival"
FALSE,"zooplankton","water","growth","salt_limitation","GLM-AED2","Sint_zoo",10,8,12,10,FALSE,"psu","zoop_params/zoop_param%Sint_zoo","Intercept for salinity = 0 "
FALSE,"zooplankton","water","growth","salt_limitation","SIMSTRAT-AED2","Sint_zoo",10,8,12,10,FALSE,"psu","zoop_params/zoop_param%Sint_zoo","Intercept for salinity = 0 "
FALSE,"zooplankton","water","stoichiometry","nitrogen_carbon","GLM-AED2","INC_zoo",0.2,0.16,0.24,0.2,FALSE,"","zoop_params/zoop_param%INC_zoo","Ratio of internal nitrogen to carbon"
FALSE,"zooplankton","water","stoichiometry","nitrogen_carbon","SIMSTRAT-AED2","INC_zoo",0.2,0.16,0.24,0.2,FALSE,"","zoop_params/zoop_param%INC_zoo","Ratio of internal nitrogen to carbon"
FALSE,"zooplankton","water","stoichiometry","phoshorus_carbon","GLM-AED2","IPC_zoo",0.01,0.008,0.012,0.01,FALSE,"","zoop_params/zoop_param%IPC_zoo","Ratio of internal phosphorus to carbon"
FALSE,"zooplankton","water","stoichiometry","phoshorus_carbon","SIMSTRAT-AED2","IPC_zoo",0.01,0.008,0.012,0.01,FALSE,"","zoop_params/zoop_param%IPC_zoo","Ratio of internal phosphorus to carbon"
FALSE,"zooplankton","water","respiration","respiration_rate","GLM-AED2","DOmin_zoo",10,8,12,10,FALSE,"mmolO2/m3","zoop_params/zoop_param%DOmin_zoo","Minimum concentration of oxygen for zooplankton survival"
FALSE,"zooplankton","water","respiration","respiration_rate","SIMSTRAT-AED2","DOmin_zoo",10,8,12,10,FALSE,"mmolO2/m3","zoop_params/zoop_param%DOmin_zoo","Minimum concentration of oxygen for zooplankton survival"
FALSE,"zooplankton","water","grazing","minimum_grazing","GLM-AED2","Cmin_grz_zoo",0.05,0.04,0.06,0.05,FALSE,"mmol/m3","zoop_params/zoop_param%Cmin_grz_zoo","Minumum prey concentration for grazing by zooplankton"
FALSE,"zooplankton","water","grazing","minimum_grazing","SIMSTRAT-AED2","Cmin_grz_zoo",0.05,0.04,0.06,0.05,FALSE,"mmol/m3","zoop_params/zoop_param%Cmin_grz_zoo","Minumum prey concentration for grazing by zooplankton"
FALSE,"zooplankton","water","grazing","prey_identity","GLM-AED2","num_prey ",3,2.4,3.6,3,FALSE,"","zoop_params/zoop_param%num_prey ","Number of state variables for zooplankton prey"
FALSE,"zooplankton","water","grazing","prey_identity","SIMSTRAT-AED2","num_prey ",3,2.4,3.6,3,FALSE,"","zoop_params/zoop_param%num_prey ","Number of state variables for zooplankton prey"
FALSE,"zooplankton","water","grazing","preference","GLM-AED2","Pzoo_prey",0.4,0.32,0.48,0.4,FALSE,"","zoop_params/zoop_param%prey(1)%Pzoo_prey","Preference factors for zooplankton predators grazing on prey"
FALSE,"zooplankton","water","grazing","preference","SIMSTRAT-AED2","Pzoo_prey",0.4,0.32,0.48,0.4,FALSE,"","zoop_params/zoop_param%prey(1)%Pzoo_prey","Preference factors for zooplankton predators grazing on prey"
FALSE,"zooplankton","water","grazing","preference","GLM-AED2","Pzoo_prey",0.4,0.32,0.48,0.4,FALSE,"","zoop_params/zoop_param%prey(2)%Pzoo_prey","Preference factors for zooplankton predators grazing on prey"
FALSE,"zooplankton","water","grazing","preference","SIMSTRAT-AED2","Pzoo_prey",0.4,0.32,0.48,0.4,FALSE,"","zoop_params/zoop_param%prey(2)%Pzoo_prey","Preference factors for zooplankton predators grazing on prey"
FALSE,"zooplankton","water","grazing","preference","GLM-AED2","Pzoo_prey",0.2,0.16,0.24,0.2,FALSE,"","zoop_params/zoop_param%prey(3)%Pzoo_prey","Preference factors for zooplankton predators grazing on prey"
FALSE,"zooplankton","water","grazing","preference","SIMSTRAT-AED2","Pzoo_prey",0.2,0.16,0.24,0.2,FALSE,"","zoop_params/zoop_param%prey(3)%Pzoo_prey","Preference factors for zooplankton predators grazing on prey"
FALSE,"zooplankton","water","grazing","assimilation_efficiency","GOTM-WET","cClearPrey{prey_num}",2,1.6,2.4,2,FALSE,"m3/gDW/d","{group_name}/parameters/cClearPrey{prey_num}","clearance rate for prey 1, default = 2.0"
FALSE,"zooplankton","water","initial_conditions","minimum_concentration","GOTM-WET","cDMinZoo",1e-05,8e-06,1.2e-05,1e-05,FALSE,"gDW/m3","{group_name}/parameters/cDMinZoo","minimum DW concentration, default = 0.00001"
FALSE,"zooplankton","water","growth","carrying_capacity","GOTM-WET","cDCarrZoo",25,20,30,25,FALSE,"gDW/m3","{group_name}/parameters/cDCarrZoo","carrying capacity, default = 25.0"
FALSE,"zooplankton","water","vertical_movement","","GOTM-WET","cMaxLight",40,32,48,40,FALSE,"W/m2","{group_name}/parameters/cMaxLight","qtrans = 3; light level triggering downwards swimming, default = 40.0"
FALSE,"zooplankton","water","vertical_movement","","GOTM-WET","cMinLight",40,32,48,40,FALSE,"W/m2","{group_name}/parameters/cMinLight","qtrans = 3; light level triggering upwards swimming, default = 40.0"
FALSE,"zooplankton","water","vertical_movement","","GOTM-WET","cMinO2",2,1.6,2.4,2,FALSE,"gO2/m3","{group_name}/parameters/cMinO2","qtrans > 1; oxygen conc. limit, default = 2.0"
FALSE,"zooplankton","water","growth","nutrient_ratio","GOTM-WET","cNDRef",0.07,0.056,0.084,0.07,FALSE,"mgN/mgDW","{group_name}/parameters/cNDRef","reference N/DW-ratio(mgN/mgDW), default = 0.07"
FALSE,"zooplankton","water","growth","nutrient_ratio","GOTM-WET","cPDRef",0.01,0.008,0.012,0.01,FALSE,"mgP/mgDW","{group_name}/parameters/cPDRef","reference P/DW-ratio(mgP/mgDW), default = 0.01"
FALSE,"zooplankton","water","growth","nutrient_ratio","GOTM-WET","cCDRef",0.45,0.36,0.54,0.45,FALSE,"mgP/mgDW","{group_name}/parameters/cCDRef","reference C/DW-ratio(mgP/mgDW), default = 0.45"
FALSE,"zooplankton","water","grazing","temperature_limitation","GOTM-WET","cSigTmZoo",13,10.4,15.6,13,FALSE,"C","{group_name}/parameters/cSigTmZoo","temperature constant; sigma in Gaussian curve(*C), default = 13.0"
FALSE,"zooplankton","water","grazing","temperature_limitation","GOTM-WET","cTmOptZoo",22,17.6,26.4,22,FALSE,"C","{group_name}/parameters/cTmOptZoo","optimum temperature(*C), default = 22.0"
FALSE,"zooplankton","water","vertical_movement","","GOTM-WET","cVswim",15,12,18,15,FALSE,"m/d","{group_name}/parameters/cVswim","qtrans > 1; vertical migration speed(m/d), default = 15.0"
FALSE,"zooplankton","water","grazing","assimilation_efficiency","GOTM-WET","fDAssZoo",0.35,0.28,0.42,0.35,FALSE,"-","{group_name}/parameters/fDAssZoo","dry weight assimilation efficiency(-), default = 0.35"
FALSE,"zooplankton","water","grazing","egestation","GOTM-WET","fDissEgesZoo",0.25,0.2,0.3,0.25,FALSE,"-","{group_name}/parameters/fDissEgesZoo","soluble inorg. nutrient fraction of egested food(-), default = 0.25"
FALSE,"zooplankton","water","mortality","nutrient_ratio","GOTM-WET","fDissMortZoo",0.1,0.08,0.12,0.1,FALSE,"-","{group_name}/parameters/fDissMortZoo","soluble inorg. nutrient fraction of dead ind.(-), default = 0.1"
FALSE,"zooplankton","water","grazing","assimilation_efficiency","GOTM-WET","fGutOccPrey{prey_num}",1,0.8,1.2,1,FALSE,"-","{group_name}/parameters/fGutOccPrey{prey_num}","gut occupation factor for prey 1 (-), default = 1.0"
FALSE,"zooplankton","water","mortality","dom_ratio","GOTM-WET","fZooDOMW",0.35,0.28,0.42,0.35,FALSE,"-","{group_name}/parameters/fZooDOMW","DOM fraction of dead individuals(-), default = 0.35"
FALSE,"zooplankton","water","growth","standart_weight","GOTM-WET","kDConsMaxZoo",0.5,0.4,0.6,0.5,FALSE,"gDW/gDW/d","{group_name}/parameters/kDConsMaxZoo","standard dry weight specific maximum consumption rate(gDW/gDW/d), default = 0.5"
FALSE,"zooplankton","water","respiration","respiration_rate","GOTM-WET","kDRespZoo",0.2,0.16,0.24,0.2,FALSE,"1/d","{group_name}/parameters/kDRespZoo","maintenance respiration rate at 20*C(1/d), default = 0.2"
FALSE,"zooplankton","water","mortality","mortality_rate","GOTM-WET","kMortZoo",0.04,0.032,0.048,0.04,FALSE,"1/d","{group_name}/parameters/kMortZoo","mortality rate(1/d), default = 0.04"
FALSE,"zooplankton","water","grazing","food_items","GOTM-WET","nPrey",1,0.8,1.2,1,FALSE,"-","{group_name}/parameters/nPrey","number of prey types(-), default = 1"
FALSE,"zooplankton","water","","","GOTM-WET","qODB",1,0.8,1.2,1,FALSE,"","{group_name}/parameters/qODB","toggle optimal diet breadth"
FALSE,"zooplankton","water","vertical_movement","","GOTM-WET","qTrans",2,1.6,2.4,2,FALSE,"","{group_name}/parameters/qTrans","vert. trans. method"
FALSE,"zooplankton","water","initial_conditions","initial_zooplankton","GOTM-WET","sD",0.05,0.04,0.06,0.05,FALSE,"gDW/m3","{group_name}/initialization/sD","DW"
FALSE,"zooplankton","water","initial_conditions","initial_zooplankton","GOTM-WET","sN",0.0035,0.0028,0.0042,0.0035,FALSE,"gN/m3","{group_name}/initialization/sN","N (gN/m3)"
FALSE,"zooplankton","water","initial_conditions","initial_zooplankton","GOTM-WET","sP",5e-04,4e-04,6e-04,5e-04,FALSE,"gP/m3","{group_name}/initialization/sP","P (gP/m3)"
FALSE,"zooplankton","water","initial_conditions","initial_zooplankton","GOTM-WET","sC",0.02,0.016,0.024,0.02,FALSE,"","{group_name}/initialization/sC",""
FALSE,"fish","water","initial_conditions","initial_fish","GOTM-WET","sD",0.25,0.2,0.3,0.25,FALSE,"gDW/m3","{group_name}/initialization/sD","DW"
FALSE,"fish","water","initial_conditions","initial_fish","GOTM-WET","sN",0.025,0.02,0.03,0.025,FALSE,"gN/m3","{group_name}/initialization/sN","N"
FALSE,"fish","water","initial_conditions","initial_fish","GOTM-WET","sP",0.0055,0.0044,0.0066,0.0055,FALSE,"gP/m3","{group_name}/initialization/sP","P"
FALSE,"fish","water","vertical_movement","vertical_velocity","GOTM-WET","Vswim",15,12,18,15,FALSE,"m/d","{group_name}/parameters/Vswim","qTrans > 1; vertical migration speed"
FALSE,"fish","water","feeding","preference","GOTM-WET","ZOOpref1",1,0.8,1.2,1,FALSE,"-","{group_name}/parameters/ZOOpref1","preference factor for zooplankton prey 1"
FALSE,"fish","water","feeding","preference","GOTM-WET","ZOOpref2",1,0.8,1.2,1,FALSE,"","{group_name}/parameters/ZOOpref2","preference factor for zooplankton prey 2"
FALSE,"fish","water","growth","carrying_capacity","GOTM-WET","cDCarrFish",15,12,18,15,FALSE,"gDW/m3","{group_name}/parameters/cDCarrFish","carrying capacity"
FALSE,"fish","water","migration","external_density","GOTM-WET","cDFiIn",0.005,0.004,0.006,0.005,FALSE,"gDW/m3","{group_name}/parameters/cDFiIn","external density"
FALSE,"fish","water","initial_conditions","minimum_concentration","GOTM-WET","cDFiMin",1e-05,8e-06,1.2e-05,1e-05,FALSE,"gDW/m3","{group_name}/parameters/cDFiMin","minimum DW density"
FALSE,"fish","water","ageing","phenology","GOTM-WET","cDayAgeFish",360,288,432,360,FALSE,"day of the year","{group_name}/parameters/cDayAgeFish","qStageOpt = 2 or 3; aging day of year for fis"
FALSE,"fish","water","reproduction","phenology","GOTM-WET","cDayReprFish",120,96,144,120,FALSE,"day of the year","{group_name}/parameters/cDayReprFish","qStageOpt = 1 or 3; reproduction"
FALSE,"fish","water","vertical_movement","equation_options_vertical_velocity","GOTM-WET","cMinLight",50,40,60,50,FALSE,"W/m2","{group_name}/parameters/cMinLight","qTrans = 3; light level triggering downwards swimming"
FALSE,"fish","water","vertical_movement","equation_options_vertical_velocity","GOTM-WET","cMinO2",2,1.6,2.4,2,FALSE,"gO2/m3","{group_name}/parameters/cMinO2","qtrans > 1; oxygen conc. limit"
FALSE,"fish","water","stoichiometry","nitrogen_ratio","GOTM-WET","cNDFishRef",0.1,0.08,0.12,0.1,FALSE,"mgN/mgDW","{group_name}/parameters/cNDFishRef","reference N/C ratio of fish"
FALSE,"fish","water","stoichiometry","phosphorus_ratio","GOTM-WET","cPDFishRef",0.022,0.0176,0.0264,0.022,FALSE,"mgP/mgDW","{group_name}/parameters/cPDFishRef","reference P/C ratio of fish"
FALSE,"fish","water","feeding","environment_correction","GOTM-WET","cRelVegZoo",0,0,0,0,FALSE,"","{group_name}/parameters/cRelVegZoo","decrease of fish feeding per macrophytes cove"
FALSE,"fish","water","feeding","temperature_limitation","GOTM-WET","cSigTmFish",10,8,12,10,FALSE,"","{group_name}/parameters/cSigTmFish","temperature constant of fish"
FALSE,"fish","water","feeding","temperature_limitation","GOTM-WET","cTmOptFish",25,20,30,25,FALSE,"*C","{group_name}/parameters/cTmOptFish","optimal temperature of zoo- and benthivorous fish"
FALSE,"fish","water","ageing","phenology","GOTM-WET","fAgeFish",0.5,0.4,0.6,0.5,FALSE,"1/d","{group_name}/parameters/fAgeFish","qStageOpt = 2 or 3; yearly maturation fraction"
FALSE,"fish","water","feeding","assimilation_efficiency","GOTM-WET","fDAssFi",0.4,0.32,0.48,0.4,FALSE,"-","{group_name}/parameters/fDAssFi","C assimilation efficiency of fish"
FALSE,"fish","water","stoichiometry","bone_fraction","GOTM-WET","fDBone",0.35,0.28,0.42,0.35,FALSE,"-","{group_name}/parameters/fDBone","fraction of fish C fixed in bones and scales"
FALSE,"fish","water","feeding","egestation","GOTM-WET","fDissEgesFish",0.25,0.2,0.3,0.25,FALSE,"-","{group_name}/parameters/fDissEgesFish","soluble nutrient frac. of fish egested food"
FALSE,"fish","water","mortality","nutrient_ratio","GOTM-WET","fDissMortFish",0.1,0.08,0.12,0.1,FALSE,"","{group_name}/parameters/fDissMortFish","soluble nutrient frac. of dead fish"
FALSE,"fish","water","feeding","dom_ratio","GOTM-WET","fFiDOMW",0,0,0,0,FALSE,"-","{group_name}/parameters/fFiDOMW","dissolved organic matter fraction from fish"
FALSE,"fish","water","feeding","zoobentivory_fraction ","GOTM-WET","fFishBen",0,0,0,0,FALSE,"-","{group_name}/parameters/fFishBen","zoobentivory time fraction"
FALSE,"fish","water","feeding","piscivory_fraction ","GOTM-WET","fFishPisc",0,0,0,0,FALSE,"-","{group_name}/parameters/fFishPisc","piscivory time fraction"
FALSE,"fish","water","feeding","zooplanktivory_fraction ","GOTM-WET","fFishZoo",1,0.8,1.2,1,FALSE,"-","{group_name}/parameters/fFishZoo","zooplanktivory time fraction"
FALSE,"fish","water","stoichiometry","bone_fraction","GOTM-WET","fPBone",0.5,0.4,0.6,0.5,FALSE,"-","{group_name}/parameters/fPBone","fraction of fish P fixed in bones and scales"
FALSE,"fish","water","reproduction","reproction_rate","GOTM-WET","fReprFish",0.02,0.016,0.024,0.02,FALSE,"1/d","{group_name}/parameters/fReprFish","qStageOpt = 1 or 3; yearly reproduction fraction"
FALSE,"fish","water","feeding","feeding_rate","GOTM-WET","hDZooFi",0.504480015,0.403584012,0.605376018,0.504480015,FALSE,"g/m3","{group_name}/parameters/hDZooFi","half-saturation zooplankton for zooplanktivory"
FALSE,"fish","water","feeding","assimilation_rate","GOTM-WET","kDAssFi",0.196838323,0.1574706584,0.2362059876,0.196838323,FALSE,"1/d","{group_name}/parameters/kDAssFi","maximum assimilation rate of fish at 20*C"
FALSE,"fish","water","respiration","respiration_rate","GOTM-WET","kDRespFi",0.01,0.008,0.012,0.01,FALSE,"1/d","{group_name}/parameters/kDRespFi","maintenance respiration constant of fish at 20*C"
FALSE,"fish","water","migration","migration_rate","GOTM-WET","kMigrFish",0.001,8e-04,0.0012,0.001,FALSE,"1/d","{group_name}/parameters/kMigrFish","fish migration rate"
FALSE,"fish","water","mortality","mortality_rate","GOTM-WET","kMortFi",0.001,8e-04,0.0012,0.001,FALSE,"1/d","{group_name}/parameters/kMortFi","specific mortality of fish"
FALSE,"fish","water","technical","","GOTM-WET","nKShares",0,0,0,0,FALSE,"-","{group_name}/parameters/nKShares","qStageOpt > 0; # of not-coupled other stages sharing carr. cap."
FALSE,"fish","water","feeding","zooplankton_items","GOTM-WET","nZOO",2,1.6,2.4,2,FALSE,"(integer)","{group_name}/parameters/nZOO","number of zooplankton prey"
FALSE,"fish","water","life_stages","equation_options_life_stages","GOTM-WET","qStageOpt",2,1.6,2.4,2,FALSE,"(integer)","{group_name}/parameters/qStageOpt","stage coupling method: 0=nothing; 1=repro.; 2=maturation; 3=both"
FALSE,"fish","water","vertical_movement","equation_options_vertical_velocity","GOTM-WET","qTrans",2,1.6,2.4,2,FALSE,"-","{group_name}/parameters/qTrans","vert. trans. method: 0=no trans.; 1=passive; 2=O2; 3=O2 & Light"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","resuspension",1,0.8,1.2,1,FALSE,"?","aed2_noncohesive/resuspension","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","resuspension",1,0.8,1.2,1,FALSE,"?","aed2_noncohesive/resuspension","Tracer"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","ss_initial",1,0.8,1.2,1,FALSE,"?","aed2_noncohesive/ss_initial","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","ss_initial",1,0.8,1.2,1,FALSE,"?","aed2_noncohesive/ss_initial","Tracer"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","tau_r",1,0.8,1.2,1,FALSE,"?","aed2_noncohesive/tau_r","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","tau_r",1,0.8,1.2,1,FALSE,"?","aed2_noncohesive/tau_r","Tracer"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","settling",3,2.4,3.6,3,FALSE,"?","aed2_noncohesive/settling","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","settling",3,2.4,3.6,3,FALSE,"?","aed2_noncohesive/settling","Tracer"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","rho_ss",1500,1200,1800,1500,FALSE,"?","aed2_noncohesive/rho_ss","Tracer"
