"","module","domain","process","subprocess","model","parameter","path","unit","default","version","note"
"598","phosphorus","water","absorption","absorption","pclake","fRedMax","parameters/fRedMax","-","0.9","1.0.0","Max_reduction_factor_of_P_adsorption_affinity"
"599","macrophytes","sediment","migration","migration_rate","wet","kMigrVeg","{group_name}/parameters/kMigrVeg","1/d","0.001","1","macrophytes immigration rate"
"600","zoobenthos","sediment","mortality","mortality_rate","wet","kMortBent","{group_name}/parameters/kMortBent","1/d","0.005","1","mortality rate"
"601","phytoplankton","water","vertical_movement","equation_options_vertical_velocity","selmaprotbas","buoy_temperature","{group_name}/parameters/buoy_temperature","(boolean)","FALSE","1.0.0","whether temperature can regulate buoyancy;  if buoyancy_regulation is true"
"602","macrophytes","sediment","mortality","mortality_rate","wet","kMortVegSum","{group_name}/parameters/kMortVegSum","1/d","0.005","1","mortality rate during growing season"
"603","phytoplankton","water","vertical_movement","equation_options_vertical_velocity","selmaprotbas","buoyancy_regulation","{group_name}/parameters/buoyancy_regulation","(boolean)","FALSE","1.0.0","whether cells can regulate vertical movement"
"604","nitrogen","sediment","water_sediment_exchange","diffusion","wet","kNDifDOM1","sediment_exchange/parameters/kNDifDOM1","m2/d","8.50E-05","1","DOM diffusion constant N at 20*C"
"605","phosphorus","water","decomposition","chemical_loss","pclake","kPChemPO4","parameters/kPChemPO4","m*d^-1","0.03","1.0.0","Chem_PO4_loss_rate"
"606","phosphorus","water","decomposition","mineralisation_dom","mylake","k_dop_twty","Bio.par/k_dop_twty","d-1","0","1.0.0","specific DOP to P transformation rate (day-1) at 20 deg C"
"607","nitrogen","sediment","water_sediment_exchange","diffusion","wet","kNDifNH4","sediment_exchange/parameters/kNDifNH4","m2/d","0.000112","1","molecular NH4 diffusion constant at 20*C"
"608","nitrogen","sediment","water_sediment_exchange","diffusion","wet","kNDifNO3","sediment_exchange/parameters/kNDifNO3","m2/d","8.60E-05","1","NO3 diffusion constant at 20*C"
"609","phosphorus","water","initial_conditions","initial_humus","pclake","cPDHum0","initialstates/cPDHum0","gP*gDW^-1","0.005","1.0.0","Initial_P_fraction_in_humus"
"610","phosphorus","water","initial_conditions","initial_phosphate","selmaprotbas","po","selmaprotbas/initialization/po","mmol P m-3","0.216","1.0.0","initial dissolved phosphate in the water column"
"611","phosphorus","water","initial_conditions","initial_phosphate","pclake","sPO4WEpi0","initialstates/sPO4WEpi0","gP*m^-2","","1.0.0","P_in_PO4_in_epilimnion_lake_water"
"612","phosphorus","water","initial_conditions","initial_phosphate","pclake","sPO4WHyp0","initialstates/sPO4WHyp0","gP*m^-2","","1.0.0","P_in_PO4_in_hypolimnion_lake_water"
"613","phosphorus","water","initial_conditions","initial_phosphorus","selmaprotbas","pw","selmaprotbas/initialization/pw","mmol P m-3","0.001","1.0.0","initial phosphorus bound to iron in the water column"
"614","phosphorus","water","initial_conditions","initial_phosphorus","pclake","sPExtTotT0","initialstates/sPExtTotT0","gP*m^-2","","1.0.0","Total_amount_of_P_moved_into_or_out_from_the_system"
"615","phosphorus","water","initial_conditions","initial_phosphorus","pclake","uPTotT0","initialstates/uPTotT0","gP*m^-2","","1.0.0","Total_initial_P_in_the_lake"
"616","phosphorus","water","initial_conditions","initial_phosphorus","pclake","uPTotTHyp0","initialstates/uPTotTHyp0","gP*m^-2","","1.0.0","Total_initial_P_in_the_lake"
"617","phosphorus","water","initial_conditions","initial_phosphorus","pclake","uPTotTSurf0","initialstates/uPTotTSurf0","gP*m^-2","","1.0.0","Total_initial_P_at_the_surface"
"618","phosphorus","water","initial_conditions","initial_pim","pclake","sPAIMWEpi0","initialstates/sPAIMWEpi0","gP*m^-2","","1.0.0","P_adsorbed_onto_IM_in_epilimnion_lake_water"
"619","phosphorus","water","initial_conditions","initial_pim","pclake","sPAIMWHyp0","initialstates/sPAIMWHyp0","gP*m^-2","","1.0.0","P_adsorbed_onto_IM_in_hypolimnion_lake_water"
"620","phosphorus","water","initial_conditions","initial_pom","pclake","cPDDet0","initialstates/cPDDet0","gP*gDW^-1","0.0025","1.0.0","Initial_P_fraction_in_detritus"
"621","phosphorus","water","initial_conditions","initial_pom","selmaprotbas","dd_p","selmaprotbas/initialization/dd_p","mmol P m-3","0","1.0.0","initial detritus-P in the water column"
"622","phosphorus","water","initial_conditions","initial_pom","pclake","sPDetWEpi0","initialstates/sPDetWEpi0","gP*m^-2","","1.0.0","Detritus_P_in_epilimnion_lake_water"
"623","phosphorus","water","initial_conditions","initial_pom","pclake","sPDetWHyp0","initialstates/sPDetWHyp0","gP*m^-2","","1.0.0","Detritus_P_in_hypolimnion_lake_water"
"624","phosphorus","water","initial_conditions","initial_tp","mylake","In.TPz","In.TPz","mg m-3","21","1.0.0","Initial total P profile read from initial profiles file (incl. DOP & Chla)"
"625","phosphorus","water","sediment_characteristics","pore_water","pclake","coPO4Max","parameters/coPO4Max","gP*m^-3","1","1.0.0","Max_SRP_conc_in_pore_water"
"626","phosphorus","water","vertical_movement","sedimentation","selmaprotbas","wpo4","selmaprotbas/parameters/wpo4","m d-1","-1","1.0.0","vertical velocity of suspended P-Fe (positive: upwards/floating;  negative: downwards/sinking)"
"627","nitrogen","sediment","nitrification","nitrification","wet","kNitrS","abiotic_sediment/parameters/kNitrS","1/d","1.2","1","nitrification rate constant at 20*C"
"628","oxygen","sediment","water_sediment_exchange","sediment_flux","aed2","theta_sed_oxy","aed2_oxygen/theta_sed_oxy","-","1.07","1.0.0","Arrhenius temperature multiplier for sediment oxygen flux"
"629","phosphorus","water","water_column_processes","adsorption","aed2","Qmax","aed2_phosphorus/Qmax","-","1","1.0.0","Sorption constant"
"630","phosphorus","water","water_column_processes","adsorption","mylake","Psat_Lang","Bio.par/Psat_Lang","mg m-3","2500","1.0.0","Half saturation parameter for Langmuir isotherm"
"631","phosphorus","water","water_column_processes","adsorption","mylake","Fmax_Lang","Bio.par/Fmax_Lang","-","8000","1.0.0","Scaling parameter for Langmuir isotherm"
"632","phosphorus","water","water_column_processes","phosphorus","aed2","frp_initial ","aed2_phosphorus/frp_initial","mmol P m-3","0.06","1.0.0","-"
"633","phosphorus","water","water_sediment_exchange","diffusion","pclake","kPDifPO4","parameters/kPDifPO4","m^2*d^-1","7.20E-05","1.0.0","Mol_PO4_diffusion_constant"
"634","phosphorus","water","water_sediment_exchange","phosphorus","aed2","Fsed_frp","aed2_phosphorus/Fsed_frp","mmol P m-3 d-1","0.45","1.0.0","Sediment-water flux for inorganic phosphorus"
"635","phosphorus","water","water_sediment_exchange","phosphorus","aed2","theta_sed_frp","aed2_phosphorus/theta_sed_frp","-","1.07","1.0.0","half-saturation concentration of  inorganic phosphorus sediment flux"
"636","phosphorus","water","water_sediment_exchange","phosphorus","aed2","Ksed_frp","aed2_phosphorus/Ksed_frp","mmol P m-3","62.5","1.0.0","Arrhenius temperature multiplier for sediment  inorganic phosphorus flux"
"637","silica","water","initial_conditions","initial_silicate","selmaprotbas","si","selmaprotbas/initialization/si","mmol Si m-3","1","1.0.0","initial dissolved silicate in the water column"
"638","silica","water","initial_conditions","initial_pom","selmaprotbas","dd_si","selmaprotbas/initialization/dd_si","mmol Si m-3","20","1.0.0","initial detritus-Si in the water column"
"639","silica","sediment","initial_conditions","initial_silicate","selmaprotbas","fl_si","selmaprotbas/initialization/fl_si","mmol Si m-2","10","1.0.0","initial silicate fluff (= active sediment)"
"640","silica","water","water_sediment_exchange","sediment_flux_silica","aed2","Ksed_rsi","aed2_silica/Ksed_rsi","mmol m-3","150","1.0.0","half-saturation O2 concentration for silica flux"
"641","silica","water","water_sediment_exchange","sediment_flux_silica","aed2","theta_sed_rsi","aed2_silica/theta_sed_rsi","-","1.07","1.0.0","Arrhenius temperature multiplier for sediment silica flux"
"642","silica","water","water_sediment_exchange","sediment_flux_silica","aed2","Fsed_rsi","aed2_silica/Fsed_rsi","mmol m-2 d-1","5","1.0.0","Sedimentation flux for silica"
"643","phytoplankton","water","initial_conditions","initial_phyto","mylake","In.Chlz","In.Chlz","mg m-3","none","1.0.0","Initial chlorophyll a profile read from initial profiles file"
"644","phytoplankton","water","initial_conditions","initial_phyto","mylake","In.Chlz_sed","In.Chlz.sed","mg m-3","none","1.0.0","Initial chlorophyll a profile in the sediment compartments read from initial profiles file"
"645","phytoplankton","water","growth","growth_rate","mylake","g_twty","Bio.par/g_twty","d-1","none","1.0.0","specific growth rate at 20 deg C"
"646","phytoplankton","water","vertical_movement","vertical_velocity","mylake","Uz_Chl","Bio.par/Uz_Chl","m d-1","none","1.0.0","settling velocity for Chl a"
"647","phytoplankton","water","mortality","excretion","wet","fDissMort","{group_name}/parameters/fDissMort","-","0.2","1","soluble inorganic nutrient fraction of dead cells"
"648","phytoplankton","sediment","mortality","excretion","wet","fDOMS","{group_name}/parameters/fDOMS","-","0","1","DOM fraction of settled dead cells"
"649","phytoplankton","water","mortality","excretion","wet","fDOMW","{group_name}/parameters/fDOMW","-","0","1","DOM fraction of dead cells"
"650","phytoplankton","water","growth","growth_rate","wet","cMuMax","{group_name}/parameters/cMuMax","1/d","1.3","1","maximum growth rate at 20*C"
"651","phytoplankton","water","initial_conditions","initial_phyto","selmaprotbas","c","{group_name}/initialization/c","mmol C m-3","0.006625","1.0.0","Initial concentration of phytoplankton"
"652","phytoplankton","water","initial_conditions","initial_phyto","aed2","p_initial","phyto_data/pd%p_initial","mmol C m-3","1","1.0.0","Initial concentration of phytoplankton"
"653","phytoplankton","water","initial_conditions","minimum_concentration","selmaprotbas","c0","{group_name}/parameters/c0","mmol C m-3","0","1.0.0","background concentration"
"654","phytoplankton","water","initial_conditions","name","aed2","p_name","phyto_data/pd%p_name","?","NAME","1.0.0","functional species name"
"655","phytoplankton","sediment","initial_conditions","initial_phyto","wet","sDS","{group_name}/initialization/sDS","gDW/m2","0.003","1","sediment DW"
"656","phytoplankton","water","initial_conditions","initial_phyto","wet","sDW","{group_name}/initialization/sDW","gDW/m3","0.1","1","water column DW"
"657","phytoplankton","sediment","initial_conditions","initial_phyto","wet","sNS","{group_name}/initialization/sNS","gN/m2","0.0003","1","sediment N"
"658","phytoplankton","water","initial_conditions","initial_phyto","wet","sNW","{group_name}/initialization/sNW","gN/m3","0.03","1","water column N"
"659","phytoplankton","sediment","initial_conditions","initial_phyto","wet","sPS","{group_name}/initialization/sPS","gP/m2","3.00E-05","1","sediment P"
"660","phosphorus","water","water_sediment_exchange","sedimentation","selmaprotbas","sedratepo4","selmaprotbas/parameters/sedratepo4","m d-1","0.5","1.0.0","P-Fe sedimentation rate"
"661","phosphorus","water_marsh","initial_conditions","initial_phosphate","pclake","sPO4WM0","initialstates/sPO4WM0","gP*m^-2","","1.0.0","P_in_PO4_in_marsh_water"
"662","phosphorus","water_marsh","initial_conditions","initial_phosphorus","pclake","uPTotM0","initialstates/uPTotM0","gP*m^-2","","1.0.0","Total_initial_P_in_the_marsh"
"663","phosphorus","water_marsh","initial_conditions","initial_pim","pclake","sPAIMWM0","initialstates/sPAIMWM0","gP*m^-2","","1.0.0","P_adsorbed_onto_IM_in_marsh_water"
"664","phosphorus","water_marsh","initial_conditions","initial_pom","pclake","sPDetWM0","initialstates/sPDetWM0","gP*m^-2","","1.0.0","Detritus_P_in_marsh_water"
"665","nitrogen","water","nitrification","nitrification","wet","kNitrW","abiotic_water/parameters/kNitrW","1/d","0.3","1","nitrification rate constant in water at 20*C"
"666","nitrogen","sediment","decomposition","mineralisation_dom","wet","kNMinS","DOM/parameters/kNMinS","1/d","0.003","1","mineralization constant of DOM-N at 20*C"
"667","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","fSedPhyt0","initialstates/fSedPhyt0","gDWDiat*gDW^-1","0.01","1.0.0","Fraction_diatoms_DW_on_lake_sediment"
"668","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sDBlueS0","initialstates/sDBlueS0","gDW*m^-2","","1.0.0","Blue-greens_DW_on_lake_sediment"
"669","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sDDiatS0","initialstates/sDDiatS0","gDW*m^-2","","1.0.0","Diatoms_DW_on_lake_sediment"
"670","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sDGrenS0","initialstates/sDGrenS0","gDW*m^-2","","1.0.0","Green_algae_DW_on_lake_sediment"
"671","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sNBlueS0","initialstates/sNBlueS0","gN*m^-2","","1.0.0","Blue-greens_N_on_lake_sediment"
"672","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sNDiatS0","initialstates/sNDiatS0","gN*m^-2","","1.0.0","Diatoms_N_on_lake_sediment"
"673","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sNGrenS0","initialstates/sNGrenS0","gN*m^-2","","1.0.0","Green_algae_N_on_lake_sediment"
"674","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sPBlueS0","initialstates/sPBlueS0","gP*m^-2","","1.0.0","Blue-greens_P_on_lake_sediment"
"675","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sPDiatS0","initialstates/sPDiatS0","gP*m^-2","","1.0.0","Diatoms_P_on_lake_sediment"
"676","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","sPGrenS0","initialstates/sPGrenS0","gP*m^-2","","1.0.0","Green_algae_P_on_lake_sediment"
"677","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","uDPhytS0","initialstates/uDPhytS0","gDW*m^-2","","1.0.0","Total_initial_DW_in_phytoplankton_in_lake_sediment"
"678","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","uNPhytS0","initialstates/uNPhytS0","gN*m^-2","","1.0.0","Total_initial_N_in_phytoplankton_in_lake_sediment"
"679","phytoplankton","sediment","initial_conditions","initial_phyto","pclake","uPPhytS0","initialstates/uPPhytS0","gP*m^-2","","1.0.0","Total_initial_P_in_phytoplankton_in_lake_sediment"
"680","nitrogen","sediment","decomposition","mineralisation_dom","wet","kNMinS","humus/parameters/kNMinS","1/d","0.00005","1","mineralization constant of DOM-N at 20*C"
"681","nitrogen","water","decomposition","mineralisation_dom","wet","kNMinW","DOM/parameters/kNMinW","1/d","0.01","1","mineralization constant of DOM-N at 20*C"
"682","nitrogen","sediment","decomposition","mineralisation_pom","wet","kNMinW","humus/parameters/kNMinW","1/d","0.001","1","decomposition constant of POM-N at 20*C"
"683","nitrogen","sediment","decomposition","mineralisation_pom","wet","kNMinS","POM/parameters/kNMinS","1/d","0.01","1","decomposition constant of POM-N at 20*C"
"684","nitrogen","water","decomposition","mineralisation_pom","wet","kNMinW","POM/parameters/kNMinW","1/d","0.01","1","decomposition constant of POM-N at 20*C"
"685","oxygen","sediment","water_sediment_exchange","sediment_flux","aed2","Fsed_oxy","aed2_oxygen/Fsed_oxy","mmol m-2 d-1","-10","1.0.0","Sediment-water flux for oxygen"
"686","phosphorus","sediment","absorption","absorption","wet","kPChemPO4","abiotic_sediment/parameters/kPChemPO4","1/d","0.03","1","chemical PO4 loss rate"
"687","phytoplankton","sediment","mortality","mortality_rate","mylake","k_sed_twty","Bio.par/k_sed_twty","d-1","2.00E-04","1.0.0","specific Chl a to P transformation rate (1/day) at 20 deg C"
"688","phytoplankton","sediment","mortality","mortality_rate","pclake","kMortDiatS","parameters/kMortDiatS","d^-1","0.05","1.0.0","Mortality_constant_of_sed_Diatoms"
"689","phytoplankton","sediment","mortality","mortality_rate","pclake","kMortGrenS","parameters/kMortGrenS","d^-1","0.05","1.0.0","Mortality_constant_greens"
"690","phytoplankton","sediment","mortality","mortality_rate","pclake","kMortBlueS","parameters/kMortBlueS","d^-1","0.2","1.0.0","Mortality_constant_Bluegreens"
"691","phosphorus","sediment","water_sediment_exchange","diffusion","wet","kPDifDOM1","sediment_exchange/parameters/kPDifDOM1","m2/d","0.00016","1","DOM diffusion constant P at 20*C"
"692","phytoplankton","sediment","vertical_movement","vertical_velocity","pclake","cVSetBlue","parameters/cVSetBlue","m*d^-1","0.06","1.0.0","Sedimentation_velocity_Blue-greens"
"693","phytoplankton","sediment","vertical_movement","vertical_velocity","pclake","cVSetGren","parameters/cVSetGren","m*d^-1","0.2","1.0.0","Sedimentation_velocity_of_greens"
"694","phytoplankton","sediment","vertical_movement","vertical_velocity","pclake","cVSetDiat","parameters/cVSetDiat","m*d^-1","0.5","1.0.0","Sedimentation_velocity_Diatoms"
"695","phytoplankton","sediment","water_sediment_exchange","resuspension","pclake","cResusPhytExp","parameters/cResusPhytExp","gDW^-1*m^2*d^1","-0.379","1.0.0","Exp_par_for_phytopl_resuspension"
"696","phytoplankton","sediment","water_sediment_exchange","resuspension","pclake","kResusPhytMax","parameters/kResusPhytMax","d^-1","0.25","1.0.0","Max_phytopl_resuspension"
"697","phosphorus","sediment","water_sediment_exchange","diffusion","wet","kPDifPO4","sediment_exchange/parameters/kPDifPO4","m2/d","7.20E-05","1","PO4 diffusion constant at 20*C"
"698","phosphorus","sediment","decomposition","mineralisation_dom","wet","kPMinS","DOM/parameters/kPMinS","1/d","0.003","1","mineralization constant of DOM-P at 20*C"
"699","phytoplankton","water","areal_coverage","areal_coverage","pclake","cCovSpPhyt","parameters/cCovSpPhyt","gDW^-1*m^2","2","1.0.0","Specific_coverage_Tentative"
"700","phytoplankton","water","initial_conditions","initial_phyto","wet","sPW","{group_name}/initialization/sPW","gP/m3","0.003","1","water column P"
"701","phytoplankton","water","growth","equation_options_light_limitation","pclake","UseSteeleGren","parameters/UseSteeleGren","(integer)","0","1.0.0","Flag_1_=_use_Steele_function0_=_use_Lehman_function"
"702","phytoplankton","water","growth","equation_options_light_limitation","pclake","UseSteeleBlue","parameters/UseSteeleBlue","(integer)","1","1.0.0","Flag_1_=_use_Steele_function0_=_use_Lehman_function"
"703","phytoplankton","water","growth","equation_options_light_limitation","pclake","UseSteeleDiat","parameters/UseSteeleDiat","(integer)","1","1.0.0","Flag_1_=_use_Steele_function0_=_use_Lehman_function"
"704","phytoplankton","water","light","light_attenuation","wet","cExtSp","{group_name}/parameters/cExtSp","m2/gDW","0.35","1","specific extinction coefficient"
"705","phosphorus","water","decomposition","mineralisation_dom","wet","kPMinW","DOM/parameters/kPMinW","1/d","0.01","1","mineralization constant of DOM-P at 20*C"
"706","phosphorus","sediment","decomposition","mineralisation_pom","wet","kPMinS","humus/parameters/kPMinS","1/d","0.00005","1","decomposition constant of POM-P at 20*C"
"707","phosphorus","sediment","decomposition","mineralisation_pom","wet","kPMinS","POM/parameters/kPMinS","1/d","0.001","1","decomposition constant of POM-P at 20*C"
"708","phytoplankton","water","initial_conditions","minimum_concentration","aed2","p0","phyto_data/pd%p0","mmol C m-3","0.03","1.0.0","minimum concentration of phytoplankton"
"709","phytoplankton","water","excretion","DOM_excretion","selmaprotbas","couple_dom","{group_name}/parameters/couple_dom","(boolean)","TRUE","1.2.0","couple phytoplankton to dom module, default = false"
"710","phytoplankton","water","growth","equation_options_n_limitation","pclake","InclNfix","parameters/InclNfix","(integer)","0","1.0.0","Include_nitrogen_fixation"
"711","phytoplankton","water","growth","light_limitation","wet","cLOptRef","{group_name}/parameters/cLOptRef","W/m2","25","1","qLightMethod=2; optimum PAR at 20*C; Steele function"
"712","phytoplankton","water","growth","light_limitation","wet","hLRef","{group_name}/parameters/hLRef","W/m2","17","1","qLightMethod=1; half-sat. PAR at 20*C; Lehmann function"
"713","phytoplankton","water","mortality","mortality_rate","selmaprotbas","deltao","{group_name}/parameters/deltao","d-1","0.02","1.0.0","mortality rate"
"714","phytoplankton","water","mortality","mortality_rate","selmaprotbas","deltao","{group_name}/parameters/deltao","d-1","0.02","1.0.0","mortality rate"
"715","phytoplankton","water","growth","growth_rate","aed2","R_growth","phyto_data/pd%R_growth","d-1","1.25","1.0.0","Phyto max growth rate @20C"
"716","phytoplankton","water","growth","n_fixation","aed2","R_nfix","phyto_data/pd%R_nfix","mmol N mmol C-1 d-1","0","1.0.0","fixation_rate"
"717","phytoplankton","water","diagnostics","diagnostics","selmaprotbas","diagnostics","{group_name}/parameters/diagnostics","(boolean)","FALSE","1.2.0",""
"718","phytoplankton","water","growth","growth_rate","pclake","cMuMaxBlue","parameters/cMuMaxBlue","d^-1","0.6","1.0.0","Maximum_growth_rate_Bluegreens"
"719","phytoplankton","sediment","initial_conditions","minimum_concentration","wet","cDMinS","{group_name}/parameters/cDMinS","gDW/m3","1.00E-05","1","minimum DW concentration in sediment"
"720","phytoplankton","water","growth","growth_rate","pclake","cMuMaxGren","parameters/cMuMaxGren","d^-1","1.5","1.0.0","Maximum_growth_rate_greens"
"721","phytoplankton","water","growth","growth_rate","pclake","cMuMaxDiat","parameters/cMuMaxDiat","d^-1","2","1.0.0","Maximum_growth_rate_Diatoms"
"722","phytoplankton","water","growth","growth_rate","mylake","g_twty","Bio.par/g_twty","d-1","2.1","1.0.0","specific growth rate at 20 deg C"
"723","phytoplankton","water","initial_conditions","minimum_concentration","wet","cDMinW","{group_name}/parameters/cDMinW","gDW/m3","1.00E-04","1","minimum DW concentration in water"
"724","phosphorus","water","decomposition","mineralisation_pom","wet","kPMinW","POM/parameters/kPMinW","1/d","0.01","1","decomposition constant of POM-P at 20*C"
"725","phytoplankton","water","growth","light_limitation","pclake","cSecchiPlus","parameters/cSecchiPlus","m","0","1.0.0","Maximum_Secchi_depth_above_water_depth"
"726","phytoplankton","water","growth","light_limitation","mylake","PAR_sat","Phys.par/PAR_sat","mol(quanta) m-2 s-1","1.00E-05","1.0.0","PAR saturation level for phytoplankton growth"
"727","phytoplankton","water","growth","light_limitation","pclake","cDBlueSurfMin","parameters/cDBlueSurfMin","gDW*m^-2","1.00E-05","1.0.0","Minimum_biomass_of_BlueGreens_in_surface"
"728","phytoplankton","water","growth","light_limitation","pclake","cDepthSurf","parameters/cDepthSurf","m","0.01","1.0.0","Assumed_depth_of_surface_layer"
"729","phytoplankton","water","growth","light_limitation","selmaprotbas","imin","{group_name}/parameters/imin","W m-2","50","1.0.0","llim = 2; minimal optimal light radiation"
"730","phytoplankton","water","growth","light_limitation","pclake","cPACoefMin","parameters/cPACoefMin","-","1.5","1.0.0","Minimum_Poole-Atkins_coefficient"
"731","phytoplankton","water","growth","light_limitation","pclake","cEuph","parameters/cEuph","-","1.7","1.0.0","Conversion_constant_Secchi_depth_->_euphotic_depth"
"732","phytoplankton","water","growth","light_limitation","pclake","cPACoefMax","parameters/cPACoefMax","-","2.5","1.0.0","Maximum_Poole-Atkins_coefficient"
"733","phytoplankton","water","growth","light_limitation","pclake","hPACoef","parameters/hPACoef","gDW*m^-3","3","1.0.0","Decrease_constant_for_PA_coeff_with_DOMW"
"734","phytoplankton","water","growth","light_limitation","pclake","cLOptRefBlue","parameters/cLOptRefBlue","J*s^-1*m^-2","13.6","1.0.0","Optimum_PAR_for_blue-greens_at_20_oC(Steele_function)"
"735","phytoplankton","water","growth","light_limitation","pclake","hLRefGren","parameters/hLRefGren","J*s^-1*m^-2","17","1.0.0","Half-sat_PAR_for_green_algae_at_20_oC(Lehmann_function)"
"736","phytoplankton","water","growth","n_limitation","aed2","R_nuptake","phyto_data/pd%R_nuptake","mmol N m-3 d-1","0.068","1.0.0","maximum nitrogen uptake, used is simINDynamics = 2"
"737","phytoplankton","water","growth","light_limitation","pclake","cLOptRefDiat","parameters/cLOptRefDiat","J*s^-1*m^-2","54","1.0.0","Optimum_PAR_for_Diatoms_at_20_oC(Steele_function)"
"738","phytoplankton","sediment","mortality","mortality_rate","wet","kMortS","{group_name}/parameters/kMortS","1/d","0.2","1","mortality rate of settled phytoplankton"
"739","phytoplankton","water","mortality","mortality_rate","wet","kMortW","{group_name}/parameters/kMortW","1/d","0.01","1","mortality constant in water"
"740","phytoplankton","water","growth","light_limitation","pclake","cLOptRefGren","parameters/cLOptRefGren","J*s^-1*m^-2","1000","1.0.0","Optimum_PAR_at_20_oC(Steele_function)_Fake_value"
"741","phytoplankton","water","growth","light_limitation","pclake","hLRefBlue","parameters/hLRefBlue","J*s^-1*m^-2","1000","1.0.0","Half-sat_PAR_at_20_oC(Lehmann_function)_Fake_value"
"742","phytoplankton","water","growth","light_limitation","pclake","hLRefDiat","parameters/hLRefDiat","J*s^-1*m^-2","1000","1.0.0","Half-sat_PAR_at_20_oC(Lehmann_function)_Fake_value"
"743","phosphorus","sediment","absorption","absorption","wet","kPSorpS","abiotic_sediment/parameters/kPSorpS","1/d","0.03","1","P sorption rate constant"
"744","phosphorus","water","decomposition","mineralisation_humus","wet","kPMinW","humus/parameters/kPMinW","1/d","0.001","1","decomposition constant of POM-P at 20*C"
"745","phosphorus","water","absorption","absorption","wet","kPSorpW","abiotic_water/parameters/kPSorpW","1/d","0.05","1","P adsorption rate constant"
"746","phytoplankton","water","light","light_attenuation","selmaprotbas","kc","{group_name}/parameters/kc","m2 mmolC-1","0.0084","1.0.0","specific light attenuation"
"747","phytoplankton","water","growth","equation_options_light_limitation","selmaprotbas","llim","{group_name}/parameters/llim","(integer)","1","1.0.0","light limitation of growth (1: Reynolds, 2: Selma)"
"748","phytoplankton","water","growth","n_limitation","pclake","cAlphNfix","parameters/cAlphNfix","(J*m^-2*s^-1)^-1","0.036","1.0.0","Slope_of_nitrogen_fixation_and_light_curve"
"749","phytoplankton","water","growth","p_limitation","aed2","R_puptake","phyto_data/pd%R_puptake","mmol P m-3 d-1","0.0039","1.0.0","maximum phosphorus uptake, used if simIPDynamics = 2"
"750","phytoplankton","water","respiration","respiration_rate","aed2","R_resp","phyto_data/pd%R_resp","?","0.08","1.0.0","respiration_rate"
"751","phytoplankton","water","respiration","respiration_rate","selmaprotbas","nb","{group_name}/parameters/nb","d-1","0.01","1.0.0","excretion rate"
"752","phytoplankton","water","growth","salt_limitation","aed2","S_bep","phyto_data/pd%S_bep","?","2","1.0.0","salinity_limitation"
"753","phytoplankton","water","growth","salt_limitation","aed2","S_maxsp","phyto_data/pd%S_maxsp","g kg-1","35","1.0.0","salinity_maximum"
"754","phytoplankton","water","growth","salt_limitation","aed2","S_opt","phyto_data/pd%S_opt","g kg-1","0.01","1.0.0","salinity_optimum"
"755","phytoplankton","water","growth","n_limitation","pclake","cNfixDarkBlue","parameters/cNfixDarkBlue","ugN*mgChl^-1*d^-1","9.5","1.0.0","Nitrogen_fixation_rate_in_the_dark_of_Blue_greens"
"756","phytoplankton","water","growth","n_limitation","pclake","cNfixMaxBlue","parameters/cNfixMaxBlue","ugN*mgChl^-1*d^-1","60","1.0.0","Nitrogen_fixation_rate_at_light_saturation_of_Blue_greens"
"757","phytoplankton","water","growth","equation_options_salt_limitation","aed2","salTol","phyto_data/pd%salTol","(integer)","0","1.0.0","1: ; 2:"
"758","phytoplankton","water","growth","si_limitation","aed2","Si_0","phyto_data/pd%Si_0","mmol Si m-3","0","1.0.0","minimum_concentration"
"759","phytoplankton","water","growth","equation_options_n_limitation","aed2","simDINUptake","phyto_data/pd%simDINUptake","(integer)","1","1.0.0","1: ; 2:"
"760","phytoplankton","water","growth","equation_options_p_limitation","aed2","simDIPUptake","phyto_data/pd%simDIPUptake","(integer)","1","1.0.0","DIP_model"
"761","phytoplankton","water","stoichiometry","nitrogen_ratio","wet","cNDMax","{group_name}/parameters/cNDMax","mgN/mgDW","0.15","1","maximum N/DW ratio"
"762","phytoplankton","water","stoichiometry","nitrogen_ratio","wet","cNDMin","{group_name}/parameters/cNDMin","mgN/mgDW","0.018","1","minimum N/DW ratio"
"763","phytoplankton","water","growth","p_limitation","mylake","P_half","Bio.par/P_half","mg m-3","0.4","1.0.0","Half saturation growth P level"
"764","phytoplankton","water","growth","equation_options_n_limitation","selmaprotbas","nitrogen_fixation","{group_name}/parameters/nitrogen_fixation","(boolean)","FALSE","1.0.0","whether nitrogen fixation is used to acquire nitrogen"
