"","module","domain","process","subprocess","model","parameter","path","unit","default","version","note"
"64","carbon","water","water_atmosphere_exchange","equation_options_methane","aed2","ch4_piston_model","aed2_carbon/ch4_piston_model","(integer)","1","1.0.0","1: ; 2:"
"65","macrophytes","sediment","growth","phenology","wet","cDLayerVeg","{group_name}/parameters/cDLayerVeg","gD/m2","0","1","biomass of a single layer of floating leaves"
"66","phytoplankton","water","growth","equation_options_temperature_limitation","aed2","fT_method","phyto_data/pd%fT_method","(integer)","1","1.0.0","1: ; 2:"
"67","phytoplankton","water","growth","light_limitation","aed2","I_K","phyto_data/pd%I_K","micro E m-2 s-1","50","1.0.0","saturation_concentration"
"68","macrophytes","sediment","migration","external_density","wet","cDVegIn","{group_name}/parameters/cDVegIn","gDW/m2","1","1","external macrophyte density"
"69","macrophytes","sediment","initial_conditions","minimum_density","wet","cDVegMin","{group_name}/parameters/cDVegMin","gDW/m2","1.00E-05","1","minimum dry weight"
"70","phytoplankton","water","growth","light_limitation","aed2","I_S","phyto_data/pd%I_S","micro E m-2 s-1","250","1.0.0","saturation_intensity"
"71","carbon","water","initial_conditions","initial_dim","aed2","dic_initial","aed2_carbon/dic_initial","-","200","1.0.0","initial dic"
"72","carbon","water","initial_conditions","initial_dim","wet","sDIMW","abiotic_water/initialization/sDIMW","g/m3","4","1","inorganic matter"
"73","carbon","sediment","initial_conditions","initial_dom","wet","sDS","DOM/initialization/sDS","g/m2","10","1","dissolved organic matter"
"74","carbon","water","initial_conditions","initial_dom","wet","sDW","DOM/initialization/sDW","g/m3","2.5","1","dissolved org. matter DW"
"75","carbon","sediment","initial_conditions","initial_humus","wet","sDS","humus/initialization/sDS","g/m2","3719","1","humus DW"
"76","carbon","sediment","initial_conditions","initial_im","wet","sDIMS","abiotic_sediment/initialization/sDIMS","g/m2","27886.72588","1","inorganic matter"
"77","carbon","water","initial_conditions","initial_methane","aed2","ch4_initial","aed2_carbon/ch4_initial","-","1","1.0.0","initial methane"
"78","carbon","water","initial_conditions","initial_pH","aed2","pH_initial","aed2_carbon/pH_initial","-","8.4","1.0.0","initial pH"
"79","carbon","sediment_marsh","initial_conditions","initial_pom","pclake","fDDetSM0","initialstates/fDDetSM0","gDW*gDW^-1","0.05","1.0.0","Initial_detritus_fraction_of_sediment_organic_matter"
"80","carbon","sediment_marsh","initial_conditions","initial_pom","pclake","fDOrgSM0","initialstates/fDOrgSM0","gDW*gDW^-1","0.1","1.0.0","Initial_organic_fraction_of_sed"
"81","carbon","sediment_marsh","initial_conditions","initial_pom","pclake","fDTotSM0","initialstates/fDTotSM0","gDW*gDW^-1","0.3","1.0.0","Initial_dry-weight_fraction_in_sediment"
"82","carbon","sediment_marsh","initial_conditions","initial_pom","pclake","bDTotSM0","initialstates/bDTotSM0","gDW*m^-2","","1.0.0","Total_dry-weight_in_top_layer"
"83","carbon","sediment_marsh","initial_conditions","initial_sediment","pclake","bPorSM0","initialstates/bPorSM0","m^3*m^-3","","1.0.0","Porosity"
"84","carbon","sediment_marsh","initial_conditions","initial_sediment","pclake","bRhoTotSM0","initialstates/bRhoTotSM0","gDW*m^-3","","1.0.0","Bulk_density_of_sediment"
"85","carbon","sediment_marsh","sediment_characteristics","active_layer_depth","pclake","cDepthSM","parameters/cDepthSM","m","0.1","1.0.0","Sediment_depth"
"86","carbon","water","burial","equation_options_burial","pclake","InclBur","parameters/InclBur","(integer)","1","1.0.0","Include_burial_module"
"87","carbon","sediment","initial_conditions","initial_pom","selmaprotbas","fl_c","selmaprotbas/initialization/fl_c","mmol C m-2","400","1.0.0","Initial carbon fluff"
"88","carbon","water","initial_conditions","initial_pom","selmaprotbas","dd_c","selmaprotbas/initialization/dd_c","mmol C m-3","0","1.0.0","Initial carbon detritus"
"89","carbon","water","decomposition","mineralisation","pclake","cThetaMinW","parameters/cThetaMinW","-","1.07","1.0.0","Expon_temp_constant_of_mineralization_in_water"
"90","macrophytes","sediment","light","light_attenuation","wet","cExtSpVeg","{group_name}/parameters/cExtSpVeg","m2/gDW","0.0035","1","specific extinction"
"91","carbon","sediment","initial_conditions","initial_pom","wet","sDS","POM/initialization/sDS","g/m2","3500","1","particulate organic DW"
"92","carbon","water","decomposition","mineralisation_humus","pclake","kDMinHum","parameters/kDMinHum","d^-1","1.00E-05","1.0.0","Maximum_decomposition_constant_of_humic_material_(1D-5)"
"93","carbon","water","decomposition","mineralisation_poc","pclake","kDMinDetW","parameters/kDMinDetW","d^-1","0.01","1.0.0","Decomposition_constant_of_detritus"
"94","carbon","water","initial_conditions","initial_pom","wet","sDW","POM/initialization/sDW","g/m3","0.1","1","particulate org. matter DW"
"95","carbon","water","light_extinction","light_extinction","wet","cExtSpIM","abiotic_water/parameters/cExtSpIM","m2/gDW","0.05","1","specific extinction inorganic matter"
"96","carbon","water","light_extinction","light_extinction","wet","cExtSp","POM/parameters/cExtSp","m2/gDW","0.15","1","specific extinction factor for POM"
"97","carbon","water","light_extinction","light_extinction","selmaprotbas","kc","selmaprotbas/parameters/kc","m2 mmolC-1","0.0036","1.2.0","specific light attenuation of detritus"
"98","carbon","water","erosion","erosion","pclake","fHypErosIM","parameters/fHypErosIM","-","0","1.0.0","Fraction_of_IM_from_banks_to_hypolymnion"
"99","carbon","water","water_atmosphere_exchange","methane","aed2","atm_ch4","aed2_carbon/atm_ch4","-","1.76E-06","1.0.0","Atmospheric methane concentration"
"100","macrophytes","sediment","stoichiometry","height","wet","cHeightVeg","{group_name}/parameters/cHeightVeg","m","0.5","1","macrophyte height"
"101","carbon","water","initial_conditions","initial_dom","pclake","sDIMWEpi0","initialstates/sDIMWEpi0","gDW*m^-2","","1.0.0","Inorganic_matter_in_epilimnion_lake_water"
"102","carbon","water","initial_conditions","initial_dom","pclake","sDIMWHyp0","initialstates/sDIMWHyp0","gDW*m^-2","","1.0.0","Inorganic_matter_in_hypolimnion_lake_water"
"103","phosphorus","sediment","absorption","absorption","wet","cKPAdsOxS","abiotic_sediment/parameters/cKPAdsOxS","m3/gP","1.5","1","P adsorption affinity at oxidized conditions"
"104","carbon","sediment","decomposition","mineralisation","selmaprotbas","dn_sed","selmaprotbas/parameters/dn_sed","d-1","0.002","1.0.0","Sediment mineralisation rate at 20 degC"
"105","carbon","sediment","decomposition","mineralisation","selmaprotbas","q10_recs","selmaprotbas/parameters/q10_recs","K-1","0.175","1.0.0","temperature dependence of sediment remineralization"
"106","carbon","water","decomposition","mineralisation","selmaprotbas","dn","selmaprotbas/parameters/dn","d-1","0.003","1.0.0","Detritus mineralisation rate at 20 degC"
"107","carbon","water","initial_conditions","initial_pom","pclake","sDDetWEpi0","initialstates/sDDetWEpi0","gDW*m^-2","","1.0.0","Detritus_DW_in_epilimnion_lake_water"
"108","carbon","water","initial_conditions","initial_pom","pclake","sDDetWHyp0","initialstates/sDDetWHyp0","gDW*m^-2","","1.0.0","Detritus_DW_in_hypolimnion_lake_water"
"109","carbon","water","initial_conditions","initial_pom","pclake","sDExtTotT0","initialstates/sDExtTotT0","gDW*m^-2","","1.0.0","Total_amount_of_DW_moved_into_or_out_from_the_system"
"110","carbon","water","initial_conditions","initial_pom","pclake","uDTotT0","initialstates/uDTotT0","gDW*m^-2","","1.0.0","Total_initial_DW_in_the_lake"
"111","carbon","water","initial_conditions","initial_pom","pclake","uDTotTHyp0","initialstates/uDTotTHyp0","gDW*m^-2","","1.0.0","Total_initial_DW_in_the_lake"
"112","carbon","water","initial_conditions","initial_pom","pclake","uDTotTSurf0","initialstates/uDTotTSurf0","gDW*m^-2","","1.0.0","Total_initial_DW_at_the_surface"
"113","phosphorus","water","absorption","absorption","wet","cKPAdsOxW","abiotic_water/parameters/cKPAdsOxW","m3/gP","0.6","1","P adsorption affinity at oxidized conditions"
"114","carbon","water","light_extinction","light_extinction","pclake","cExtSpIM","parameters/cExtSpIM","m^2*gDW^-1","0.05","1.0.0","Specific_extinction_inert_matter"
"115","carbon","water","decomposition","mineralisation","selmaprotbas","q10_rec","selmaprotbas/parameters/q10_rec","K-1","0.15","1.0.0","temperature dependence of detritus remineralization"
"116","carbon","water","light_extinction","light_extinction","pclake","cExtSpDet","parameters/cExtSpDet","m^2*gDW^-1","0.15","1.0.0","Specific_extinction_detritus"
"117","macrophytes","sediment","growth","phenology","wet","cLengAllo","{group_name}/parameters/cLengAllo","d","15","1","duration of allocation and reallocation phase"
"118","macrophytes","sediment","mortality","phenology","wet","cLengMort","{group_name}/parameters/cLengMort","d","15","1","length of shoot mortality period"
"119","carbon","sediment","decomposition","mineralisation_dom","wet","cThetaMinS","DOM/parameters/cThetaMinS","1/e^*C","1.06","1","temperature coefficient of DOM mineralization"
"120","carbon","water","decomposition","mineralisation_dom","wet","cThetaMinW","DOM/parameters/cThetaMinW","1/e^*C","1.07","1","temperature coefficient of DOM mineralization"
"121","carbon","sediment","decomposition","mineralisation_dom","wet","kDMinS","DOM/parameters/kDMinS","1/d","0.001","1","mineralization constant of DOM-DW at 20*C"
"122","carbon","water","decomposition","mineralisation_dom","wet","kDMinW","DOM/parameters/kDMinW","1/d","0.03","1","mineralization constant of DOM-DW at 20*C"
"123","carbon","sediment","decomposition","mineralisation_humus","wet","kDMinS","humus/parameters/kDMinS","1/d","5.00E-05","1","humic decomposition constant at 20*C"
"124","carbon","sediment","decomposition","mineralisation_pom","wet","cThetaMinS","POM/parameters/cThetaMinS","1/e^*C","1.02","1","temperature coefficient of POM mineralization"
"125","carbon","water","decomposition","mineralisation_pom","wet","cThetaMinW","POM/parameters/cThetaMinW","1/e^*C","1.02","1","temperature coefficient of mineralization from POM to DOM"
"126","carbon","sediment","decomposition","mineralisation_pom","wet","kDMinS","POM/parameters/kDMinS","1/d","0.001","1","decomposition constant of POM-DW at 20*C"
"127","carbon","water","decomposition","mineralisation_pom","wet","kDMinW","POM/parameters/kDMinW","1/d","0.001","1","decomposition constant of POM-DW at 20*C"
"128","carbon","water","organic","organic","aed2","Rpon_hydrol ","aed2_organic_matter/Rpon_hydrol ","?","0.05","1.0.0","OM"
"129","carbon","water","organic","organic","aed2","Rpoc_hydrol ","aed2_organic_matter/Rpoc_hydrol","?","0.07","1.0.0","OM"
"130","carbon","water","organic","organic","aed2","Rpop_hydrol ","aed2_organic_matter/Rpop_hydrol ","?","0.08","1.0.0","OM"
"131","carbon","water","organic","organic","aed2","don_initial ","aed2_organic_matter/don_initial","?","0.1","1.0.0","OM"
"132","carbon","water","organic","organic","aed2","dopr_initial ","aed2_organic_matter/dopr_initial","?","0.1","1.0.0","OM"
"133","carbon","water","organic","organic","aed2","pon_initial ","aed2_organic_matter/poc_initial","?","0.1","1.0.0","OM"
"134","carbon","water","organic","organic","aed2","pop_initial ","aed2_organic_matter/pop_initial","?","0.1","1.0.0","OM"
"135","carbon","water","organic","organic","aed2","Rdom_minerl ","aed2_organic_matter/Rdom_minerl","?","0.5","1.0.0","OM"
"136","carbon","water","organic","organic","aed2","simDenitrification ","aed2_organic_matter/simDenitrification ","?","1","1.0.0","OM"
"137","carbon","water","organic","organic","aed2","theta_hydrol ","aed2_organic_matter/theta_hydrol ","?","1.08","1.0.0","OM"
"138","carbon","water","organic","organic","aed2","theta_minerl ","aed2_organic_matter/theta_minerl ","?","1.08","1.0.0","OM"
"139","carbon","water","organic","organic","aed2","dop_initial ","aed2_organic_matter/dop_initial","?","1.5","1.0.0","OM"
"140","carbon","water","organic","organic","aed2","doc_initial","aed2_organic_matter/doc_initial","?","30","1.0.0","OM"
"141","carbon","water","organic","organic","aed2","Kpom_hydrol ","aed2_organic_matter/Kpom_hydrol","?","60","1.0.0","OM"
"142","carbon","water","organic","organic","aed2","poc_initial","aed2_organic_matter/poc_initial","?","78.5","1.0.0","OM"
"143","carbon","water","organic","organic","aed2","Kdom_minerl ","aed2_organic_matter/Kdom_minerl","?","100","1.0.0","OM"
"144","carbon","water","organic","organic","aed2","cpom_initial ","aed2_organic_matter/cpom_initial","?","100","1.0.0","OM"
"145","carbon","water","organic","organic","aed2","docr_initial ","aed2_organic_matter/docr_initial","?","120","1.0.0","OM"
"146","carbon","water","decomposition","oxidation_methane","aed2","Kch4ox","aed2_carbon/Kch4ox","-","0.5","1.0.0","Saturation concentration for the oxidation of methane"
"147","carbon","water","decomposition","oxidation_methane","aed2","vTch4ox","aed2_carbon/vTch4ox","-","1.07","1.0.0","Arrhenius temperature multiplier for methane oxidation"
"148","carbon","water","decomposition","oxidation_methane","aed2","Rch4ox","aed2_carbon/Rch4ox","-","0.1","1.0.0","Methane oxidation rate"
"149","carbon","water","sediment_characteristics","sediment_composition","pclake","fAlDIM","parameters/fAlDIM","gAl*gDW^-1","0.01","1.0.0","Al_content_of_inorg_matter"
"150","carbon","water","sediment_characteristics","sediment_composition","pclake","fFeDIM","parameters/fFeDIM","gFe*gDW^-1","0.01","1.0.0","Fe_content_of_inorg_matter"
"151","carbon","water","sediment_characteristics","sediment_composition","pclake","fLutum","parameters/fLutum","-","0.1","1.0.0","Lutum_content_of_inorg_matter"
"152","phytoplankton","water","growth","light_limitation","selmaprotbas","alpha_light","{group_name}/parameters/alpha_light","d-1 (W m-2)-1","0.1","1.0.0","llim = 1; the slope of light-dependent growth"
"153","carbon","sediment","water_sediment_exchange","resuspension","wet","alpha","sediment_exchange/parameters/alpha","g/m/d","9000","1","qResus = 2; gross rate of sediment erosion"
"154","carbon","water","vertical_movement","sedimentation","mylake","Uz_Sz","Bio.par/Uz_Sz","m d-1","0.25","1.0.0","Settling velocity for S"
"155","carbon","sediment","water_sediment_exchange","resuspension","selmaprotbas","br0","selmaprotbas/parameters/br0","d-1","0.03","1.0.0","bioresuspension rate"
"156","carbon","sediment","water_sediment_exchange","resuspension","selmaprotbas","tau_crit","selmaprotbas/parameters/tau_crit","N m-2","0.07","1.0.0","critical shear stress"
"157","carbon","sediment","water_sediment_exchange","resuspension","selmaprotbas","erorate","selmaprotbas/parameters/erorate","d-1 ","6","1.0.0","sediment erosion rate"
"158","carbon","sediment","water_sediment_exchange","resuspension","wet","cFetch","sediment_exchange/parameters/cFetch","m","1000","1","qResus = 1; length of water body in prevailing wind direction"
"159","carbon","sediment","water_sediment_exchange","resuspension","wet","cFetchRef","sediment_exchange/parameters/cFetchRef","m","1000","1","qResus = 1; reference fetch"
"160","carbon","sediment","water_sediment_exchange","resuspension","wet","crt_shear","sediment_exchange/parameters/crt_shear","N/m","0.02","1","qResus = 2; critical shear stress"
"161","carbon","sediment","water_sediment_exchange","resuspension","wet","cSuspMax","sediment_exchange/parameters/cSuspMax","-","25.2","1","qResus = 1; maximum value of logistic function"
"162","carbon","water","water_sediment_exchange","diffusion","pclake","cThetaDif","parameters/cThetaDif","oC","1.02","1.0.0","Temperature_coefficient_for_diffusion"
"163","carbon","water","water_sediment_exchange","diffusion","pclake","cTurbDifNut","parameters/cTurbDifNut","-","5","1.0.0","Bioturbation_factor_for_diffusion"
"164","carbon","water","water_sediment_exchange","resuspension","pclake","cSuspMin","parameters/cSuspMin","-","6.1","1.0.0","Minimum_value_of_logistic_empirical_suspended_matter_function"
"165","carbon","sediment","water_sediment_exchange","resuspension","wet","cSuspMin","sediment_exchange/parameters/cSuspMin","-","6.1","1","qResus = 1; minimum value of logistic function"
"166","fish","sediment","water_sediment_exchange","resuspension","pclake","kTurbFish","parameters/kTurbFish","gDW*gDW^-1*d^-1","1","1.0.0","Relative_resuspension_by_adult_fish_browsing"
"167","fish","water","ageing","ageing","pclake","fAgeFish","parameters/fAgeFish","-","0.5","1.0.0","Yearly_ageing_fraction_of_young_fish"
"168","phytoplankton","water","growth","n_limitation","selmaprotbas","alpha_n","{group_name}/parameters/alpha_n","mmol N m-3","0.25","1.0.0","half-saturation for nitrogen uptake"
"169","macrophytes","sediment","growth","growth_rate","wet","cMuMaxVeg","{group_name}/parameters/cMuMaxVeg","1/d","0.08","1","maximum growth rate at 20*C"
"170","fish","water","feeding","assimilation_efficiency","pclake","kDAssPisc","parameters/kDAssPisc","d^-1","0.025","1.0.0","Maximum_assimilation_rate"
"171","fish","water","feeding","assimilation_efficiency","pclake","kDAssFiAd","parameters/kDAssFiAd","d^-1","0.06","1.0.0","Maximum_assimilation_rate_of_adult_fish"
"172","fish","water","feeding","assimilation_efficiency","pclake","kDAssFiJv","parameters/kDAssFiJv","d^-1","0.12","1.0.0","Maximum_assimilation_rate_of_young_fish"
